ID(游戏内部名),Health,AttackDamage,BasicAttackThreatGeneration,AttackSpeed,Speed,PointValue,DigAmmount,DigSpeed,Temperament,PhysicalResist,VenomResist,Armour,Evasion,HealthPerSecond,MaxSingleDamage,Piercing,SlowResist,AOEResist,CannotBePickedUp,CannotBeExercuted,CannotBeStunned,CannotBeConfused,CannotFlee,CannotBeStrongPickedUp,CannotBeKnockedBack,FoodHarvestTime,FoodCarryMax,FoodValue,WanderDistance,PickupTime,TargetRadius,ArrivalDistance,ReachableDistance,AttackTolDistance
StinkAnt2,450.0,25.0,0.0,1.0,340.0,42.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,16,0,500.0,0.5,460.0,62.0,52.0,43.0
StinkAnt3,500.0,30.0,0.0,1.0,340.0,54.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,16,0,500.0,0.5,470.0,64.0,54.0,44.0
EmperorScorpion1,30000.0,20.0,0.0,1.0,400.0,3000.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.10000000149011612,2.0,0.0,0.0,0.0,0.4000000059604645,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,2000,1500.0,0.5,800.0,300.0,410.0,250.0
EmperorScorpion2,46000.0,35.0,0.0,1.0,400.0,3000.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.10000000149011612,2.0,0.0,0.0,0.0,0.4000000059604645,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,2000,1500.0,0.5,800.0,300.0,410.0,250.0
EmperorScorpion3,58000.0,40.0,0.0,1.0,400.0,3000.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.10000000149011612,2.0,0.0,0.0,0.0,0.4000000059604645,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,2000,1500.0,0.5,800.0,300.0,410.0,250.0
EmperorScorpion4,70000.0,45.0,0.0,1.0,400.0,3000.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.10000000149011612,2.0,0.0,0.0,0.0,0.4000000059604645,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,2000,1500.0,0.5,800.0,300.0,410.0,250.0
EmperorScorpionJuvenile1,2100.0,30.0,0.0,1.0,340.0,530.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.10000000149011612,0.6000000238418579,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,0.0,0,0,0,0,0,0,0,1.0,15,115,500.0,0.5,600.0,160.0,150.0,90.0
EmperorScorpionJuvenile2,4200.0,30.0,0.0,1.0,340.0,530.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.10000000149011612,0.6000000238418579,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,0.0,0,0,0,0,0,0,0,1.0,15,115,500.0,0.5,600.0,160.0,150.0,90.0
EmperorScorpionJuvenile3,6300.0,30.0,0.0,1.0,340.0,530.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.10000000149011612,0.6000000238418579,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,0.0,0,0,0,0,0,0,0,1.0,15,115,500.0,0.5,600.0,160.0,150.0,90.0
AlligatorbackScorpion1,1900.0,27.0,0.0,1.0,330.0,360.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.10000000149011612,0.5,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,0.0,0,0,0,0,0,0,0,1.0,15,86,500.0,0.5,600.0,160.0,150.0,90.0
AlligatorbackScorpionJuvanile1,1100.0,16.0,0.0,1.0,300.0,180.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.10000000149011612,0.4000000059604645,0.0,0.0,0.0,0.20000000298023224,0.4000000059604645,0.0,0,0,0,0,0,0,0,1.0,15,43,800.0,0.5,600.0,100.0,95.0,80.0
SunSpider1,2400.0,58.0,0.0,1.0,1000.0,850.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.4000000059604645,0.0,0.0,0.0,0.0,0.4000000059604645,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,450,1500.0,0.5,800.0,160.0,150.0,90.0
SunSpider2,3200.0,58.0,0.0,1.0,1000.0,850.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.4000000059604645,0.0,0.0,0.0,0.0,0.4000000059604645,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,450,1500.0,0.5,800.0,160.0,150.0,90.0
SunSpider3,4000.0,58.0,0.0,1.0,1000.0,850.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.4000000059604645,0.0,0.0,0.0,0.0,0.4000000059604645,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,450,1500.0,0.5,800.0,160.0,150.0,90.0
SunSpider4,4800.0,58.0,0.0,1.0,1000.0,850.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.4000000059604645,0.0,0.0,0.0,0.0,0.4000000059604645,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,450,1500.0,0.5,800.0,160.0,150.0,90.0
SunSpiderJuvanile1,1300.0,42.0,0.0,0.8999999761581421,600.0,450.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.20000000298023224,0.4000000059604645,0.0,0,0,0,0,0,0,0,1.0,15,100,800.0,0.5,600.0,85.0,70.0,63.0
TrapdoorSpider1,700.0,60.0,0.0,1.0,700.0,300.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1.0,15,60,500.0,0.5,600.0,55.0,50.0,39.0
HuntsmanSpider1,750.0,80.0,0.0,1.5,1300.0,520.0,0.0,0.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,100,500.0,0.5,1800.0,75.0,60.0,53.0
AssassinBug1,380.0,2.0,0.0,1.0,140.0,200.0,1.0,1.0,ECreatureTemperament::AttackWhenAttacked,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4000000059604645,0.0,0,0,0,0,0,0,0,1.0,15,30,1500.0,0.5,600.0,75.0,60.0,53.0
AfricanTigerBeetle1,470.0,32.0,0.0,1.0,550.0,180.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4000000059604645,0.0,0,0,0,0,0,0,0,1.0,15,43,1500.0,0.5,600.0,75.0,60.0,53.0
AfricanTigerBeetleSmall1,260.0,16.0,0.0,1.0,450.0,90.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,0,0,0,0,0,0,0,1.0,15,21,1500.0,0.5,600.0,70.0,65.0,50.0
GiantAfricanMantisLarge1,7510.0,140.0,0.0,1.5,950.0,1450.0,1.0,1.0,ECreatureTemperament::AttackWhenFavorable,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4000000059604645,0.0,0,0,0,0,0,0,0,1.0,15,324,500.0,0.5,2500.0,160.0,150.0,90.0
GiantAfricanMantis1,2800.0,90.0,0.0,1.399999976158142,750.0,620.0,1.0,1.0,ECreatureTemperament::AttackWhenFavorable,0.0,0.0,0.0,0.0,0.0,0.0,0.4000000059604645,0.0,0.0,0,0,0,0,0,0,0,1.0,15,140,500.0,0.5,1700.0,120.0,115.0,70.0
GiantAfricanMantisJuvenile1,860.0,75.0,0.0,1.2999999523162842,600.0,360.0,1.0,1.0,ECreatureTemperament::AttackWhenFavorable,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,0.0,0,0,0,0,0,0,0,1.0,15,75,500.0,0.5,1200.0,95.0,80.0,53.0
AfricanGiantCentipede1,8640.0,30.0,0.0,1.2000000476837158,400.0,2000.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.30000001192092896,0.0,0.0,0.0,0.0,0.0,0.4000000059604645,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,1300,1500.0,0.5,1500.0,160.0,150.0,90.0
AfricanGiantCentipede2,15360.0,40.0,0.0,1.2000000476837158,400.0,2000.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.30000001192092896,0.0,0.0,0.0,0.0,0.0,0.4000000059604645,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,1300,1500.0,0.5,1500.0,160.0,150.0,90.0
AfricanGiantCentipede3,19200.0,40.0,0.0,1.2000000476837158,400.0,2000.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.30000001192092896,0.0,0.0,0.0,0.0,0.0,0.4000000059604645,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,1300,1500.0,0.5,1500.0,160.0,150.0,90.0
AfricanGiantCentipede4,22720.0,40.0,0.0,1.2000000476837158,400.0,2000.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.30000001192092896,0.0,0.0,0.0,0.0,0.0,0.4000000059604645,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,1300,1500.0,0.5,1500.0,160.0,150.0,90.0
AfricanGiantCentipedeJuvenile1,1250.0,45.0,0.0,1.0,300.0,450.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.30000001192092896,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,0.0,0,0,0,0,0,0,0,1.0,15,100,500.0,0.5,900.0,70.0,65.0,50.0
Earwig1,240.0,11.0,0.0,1.0,200.0,80.0,0.0,0.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,15,18,500.0,0.5,700.0,40.0,30.0,35.0
EarwigJuvenile1,62.0,9.0,0.0,1.0,200.0,37.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,15,9,500.0,0.5,600.0,40.0,30.0,35.0
EarwigBaby1,5.0,0.0,0.0,1.0,75.0,1.0,0.0,0.0,ECreatureTemperament::RetreatWhenAttacked,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,15,10,100.0,0.5,200.0,28.0,20.0,25.0
RainbowLizard1,1700.0,50.0,0.0,1.0,900.0,610.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.4000000059604645,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,130,1500.0,0.5,1400.0,160.0,150.0,90.0
RainbowLizardJuvenile1,830.0,40.0,0.0,1.0,700.0,310.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.4000000059604645,0.0,0,0,0,0,0,0,0,1.0,15,75,800.0,0.5,800.0,75.0,60.0,53.0
UberMoleCricket1,15000.0,15.0,0.0,3.0,600.0,4000.0,0.0,0.0,ECreatureTemperament::AttackOnSight,0.5,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,0,0,0,0,0,0,0,1.0,15,3000,600.0,0.5,600.0,80.0,75.0,56.0
SmallAttackPoint1,1.0,1.0,0.0,1.0,300.0,0.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,15,0,500.0,0.5,400.0,50.0,50.0,50.0
MediumSmallAttackPoint1,1.0,1.0,0.0,1.0,300.0,0.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,15,0,500.0,0.5,400.0,120.0,120.0,120.0
MediumAttackPoint1,1.0,1.0,0.0,1.0,300.0,0.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,15,0,500.0,0.5,400.0,200.0,200.0,200.0
LargeAttackPoint1,1.0,1.0,0.0,1.0,300.0,0.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,15,0,500.0,0.5,400.0,400.0,400.0,400.0
HermitScorpion1,70000.0,35.0,0.0,1.0,400.0,4000.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,500,1500.0,0.5,1100.0,170.0,160.0,90.0
HermitScorpion2,100000.0,45.0,0.0,1.0,400.0,4000.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,500,1500.0,0.5,1100.0,170.0,160.0,90.0
HermitScorpion3,130000.0,60.0,0.0,1.2999999523162842,400.0,4000.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,500,1500.0,0.5,1100.0,170.0,160.0,90.0
WhipMantis1,90000.0,150.0,0.0,1.0,500.0,4000.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,250,1500.0,0.5,2000.0,420.0,210.0,150.0
WhipMantis2,120000.0,270.0,0.0,1.0,500.0,4000.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,250,1500.0,0.5,2000.0,420.0,210.0,150.0
WhipMantis3,140000.0,270.0,0.0,1.0,500.0,4000.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.4000000059604645,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,250,1500.0,0.5,2000.0,420.0,210.0,150.0
PrayingSpider1,20000.0,600.0,0.0,1.7000000476837158,550.0,4000.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,250,1500.0,0.5,2000.0,420.0,210.0,150.0
PrayingSpider2,30000.0,600.0,0.0,1.7000000476837158,550.0,4000.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,250,1500.0,0.5,2000.0,420.0,210.0,150.0
PrayingSpider3,30000.0,750.0,0.0,1.7000000476837158,550.0,4000.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,250,1500.0,0.5,2000.0,420.0,210.0,150.0
TarantulaDragonFly1,45000.0,46.0,0.0,1.0,400.0,4000.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,600,1500.0,0.5,3000.0,300.0,410.0,250.0
TarantulaDragonFly2,70000.0,83.0,0.0,1.0,400.0,4000.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,600,1500.0,0.5,3000.0,300.0,410.0,250.0
TarantulaDragonFly3,85000.0,100.0,0.0,1.2000000476837158,400.0,4000.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.699999988079071,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,600,1500.0,0.5,3000.0,300.0,410.0,250.0
BulletAnt1,450.0,50.0,0.30000001192092896,1.0,400.0,30.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,300.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,16,0,500.0,0.5,450.0,60.0,50.0,42.0
BulletAnt2,600.0,65.0,0.30000001192092896,1.0,400.0,42.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.15000000596046448,300.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,16,0,500.0,0.5,460.0,62.0,52.0,43.0
BulletAnt3,750.0,80.0,0.30000001192092896,1.0,400.0,54.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.20000000298023224,300.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,16,0,500.0,0.5,470.0,64.0,54.0,44.0
VelvetWorm1,450.0,80.0,0.0,1.0,250.0,400.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.4000000059604645,0.0,0,0,0,0,0,0,0,1.0,15,87,800.0,0.5,600.0,120.0,105.0,70.0
YungVelvetWorm1,120.0,12.0,0.0,1.0,150.0,70.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,15,15,600.0,0.5,600.0,40.0,30.0,35.0
UberVelvetWorm1,8000.0,65.0,0.0,1.0,400.0,3000.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.4000000059604645,0.0,0,0,0,0,0,0,0,1.0,15,3000,800.0,0.5,600.0,160.0,150.0,90.0
LittleBlackAntQueen1,400.0,1.0,0.0,1.0,0.0,700.0,0.0,0.0,ECreatureTemperament::AttackOnSight,0.5,0.5,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,15,0,0.0,0.5,150.0,50.0,45.0,35.0
NianBeast1,520.0,28.0,0.0,1.0,700.0,320.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,15,50,500.0,0.5,1200.0,95.0,80.0,53.0
UberBombardierBeetle1,10000.0,10.0,0.0,1.0,400.0,3000.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.20000000298023224,0.0,0.800000011920929,0.0,0.0,0.0,0.0,0.4000000059604645,0.0,0,0,0,0,0,0,0,1.0,15,3000,600.0,0.5,600.0,80.0,75.0,56.0
UberRedVelvetAnt1,10000.0,240.0,0.0,1.2999999523162842,550.0,3000.0,1.0,1.0,ECreatureTemperament::AttackWhenFavorable,0.0,0.0,0.0,0.0,0.0,6.0,0.30000001192092896,0.4000000059604645,0.0,0,0,0,0,0,0,0,1.0,15,3000,600.0,0.5,600.0,80.0,75.0,56.0
UberNarrowMouthedToad1,12500.0,15.0,0.0,1.2000000476837158,400.0,3000.0,50.0,0.699999988079071,ECreatureTemperament::AttackOnSight,0.0,0.30000001192092896,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,0,0,0,0,0,0,0,1.0,15,3000,600.0,0.5,600.0,80.0,75.0,56.0
UberEasternNewt1,10000.0,10.0,0.0,1.0,800.0,3000.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.699999988079071,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,0,0,0,0,0,0,0,1.0,15,3000,600.0,0.5,700.0,80.0,75.0,56.0
NorthernDunesTigerBeetle1,800.0,40.0,0.0,1.0,800.0,300.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4000000059604645,0.0,0,0,0,0,0,0,0,1.0,15,65,1500.0,0.5,600.0,75.0,60.0,53.0
NorthernDunesTigerBeetle_Small1,300.0,15.0,0.0,1.0,600.0,100.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,0,0,0,0,0,0,0,1.0,15,22,1500.0,0.5,600.0,70.0,65.0,50.0
SandBearWolfSpider1,1000.0,80.0,0.0,1.0,1200.0,400.0,0.0,0.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,86,500.0,0.5,600.0,75.0,60.0,53.0
MediumSandBearWolfSpider1,600.0,60.0,0.0,1.0,1000.0,257.0,0.0,0.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4000000059604645,0.0,0,0,0,0,0,0,0,1.0,15,56,500.0,0.5,600.0,50.0,45.0,35.0
SmallSandBearWolfSpider1,200.0,40.0,0.0,1.0,800.0,100.0,0.0,0.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,0,0,0,0,0,0,0,1.0,15,22,500.0,0.5,600.0,35.0,30.0,28.0
LargeSandBearWolfSpider1,4000.0,80.0,0.0,1.7000000476837158,1200.0,1050.0,0.0,0.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,220,500.0,0.5,600.0,75.0,65.0,53.0
TestCreature1,10000.0,20.0,0.0,1.0,300.0,550.0,0.0,0.0,ECreatureTemperament::DoNotAttack,0.30000001192092896,0.0,0.0,0.0,0.0,0.0,0.0,0.4000000059604645,0.0,0,0,0,0,0,0,0,1.0,15,120,500.0,0.5,600.0,70.0,65.0,50.0
ExplodingAntQueen1,500.0,1.0,0.0,1.0,0.0,700.0,0.0,0.0,ECreatureTemperament::AttackOnSight,0.4000000059604645,0.6000000238418579,0.0,0.0,3.0,25.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,15,0,0.0,0.5,150.0,80.0,100.0,105.0
ExplodingAntWorker1,25.0,0.6000000238418579,0.0,1.0,300.0,2.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,5.0,15,0,500.0,0.5,400.0,28.0,20.0,25.0
ExplodingAntWorker2,35.0,0.800000011920929,0.0,1.0,340.0,4.0,4.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,5.0,15,0,500.0,0.5,400.0,30.0,22.0,27.0
ExplodingAntWorker3,45.0,1.0,0.0,1.0,380.0,5.0,6.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,5.0,15,0,500.0,0.5,400.0,32.0,24.0,29.0
ExplodingAntSoldier1,45.0,3.0,0.0,1.0,300.0,10.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,50.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,15,0,500.0,0.5,400.0,28.0,20.0,25.0
ExplodingAntSoldier2,56.0,4.0,0.0,1.0,300.0,14.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.20000000298023224,50.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,15,0,500.0,0.5,400.0,30.0,22.0,27.0
ExplodingAntSoldier3,67.0,5.0,0.0,1.0,450.0,19.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.30000001192092896,50.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,15,0,500.0,0.5,400.0,32.0,24.0,29.0
ExplodingAntMajorSoldier1,100.0,4.0,0.30000001192092896,1.0,310.0,12.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,20,0,500.0,0.5,400.0,40.0,30.0,35.0
ExplodingAntMajorSoldier2,115.0,4.5,0.30000001192092896,1.0,320.0,14.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,24,0,500.0,0.5,400.0,42.0,32.0,37.0
ExplodingAntMajorSoldier3,130.0,5.0,0.30000001192092896,1.0,330.0,16.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,30,0,500.0,0.5,400.0,44.0,34.0,39.0
ExplodingTermiteQueen1,1300.0,1.0,0.0,1.0,0.0,700.0,0.0,0.0,ECreatureTemperament::AttackOnSight,0.4000000059604645,0.6000000238418579,0.0,0.05000000074505806,1.0,25.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,15,800,0.0,0.5,150.0,80.0,100.0,105.0
ExplodingTermiteKing1,140.0,7.0,0.0,1.399999976158142,320.0,18.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.20000000298023224,0.0,0.0,0,0,0,0,0,0,0,1.0,20,50,500.0,0.5,1300.0,44.0,34.0,39.0
ExplodingTermiteWorker1,30.0,0.4000000059604645,0.0,1.0,300.0,5.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,5.0,15,20,500.0,0.5,400.0,28.0,20.0,25.0
ExplodingTermiteWorker2,40.0,0.5,0.0,1.0,340.0,7.0,4.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,5.0,15,22,500.0,0.5,400.0,30.0,22.0,27.0
ExplodingTermiteWorker3,50.0,0.6000000238418579,0.0,1.0,380.0,9.0,6.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,5.0,35,24,500.0,0.5,400.0,32.0,24.0,29.0
ExplodingTermiteSoldier1,95.0,6.0,0.30000001192092896,0.699999988079071,300.0,14.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.20000000298023224,0.0,0.0,0,0,0,0,0,0,0,1.0,15,24,500.0,0.5,400.0,40.0,30.0,35.0
ExplodingTermiteSoldier2,110.0,7.5,0.30000001192092896,0.699999988079071,300.0,16.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.20000000298023224,0.0,0.0,0,0,0,0,0,0,0,1.0,15,26,500.0,0.5,400.0,42.0,32.0,37.0
